tilt,lsc_objects
5,1.1022773981366703
10,1.1404912318201694
20,1.105226326266392
30,1.1027312122682589
40,1.0874681274705125
50,1.099294363064338
60,1.0979214969910749
70,1.1259027935144683
80,1.0875344863692495
90,1.0868783177601447
