tilt,lsc_objects
5,1.099958207821285
10,1.1081240953152816
20,1.083170286466463
30,1.1053197786064637
40,1.0863297517016492
50,1.1056786727943657
60,1.0994229502994368
70,1.0830896608110774
80,1.0499432224920842
90,1.0942976173818428
