tilt,lsc_objects
5,1.0686316075054334
10,1.1243853254054383
20,1.0948570349280529
30,1.1145658914003358
40,1.130243587006164
50,1.129816349117998
60,1.1253018448460004
70,1.1138301649481455
80,1.1264858165674358
90,1.1139132709511794
