tilt,lsc_objects
5,1.277401538751081
10,1.1519255793052234
20,1.236109925821625
30,1.1402702610682705
40,1.168103892338549
50,1.0856458484371423
60,1.152414466632865
70,1.1207617174425555
80,1.1984996789945084
90,1.1217119369930537
