tilt,lsc_objects
5,1.217798846897693
10,1.1059596654090995
20,1.1256075735717732
30,1.091968134346112
40,1.1600802677592985
50,1.0990888127288028
60,1.1798013487627215
70,1.0292260464757759
80,1.0914065344114356
90,1.1068490001632818
