tilt,lsc_objects
5,0.22879999999999998
10,0.23600000000000002
20,0.22749999999999998
30,0.2508
40,0.2524
50,0.2621
60,0.2872
70,0.29440000000000005
80,0.31420000000000003
90,0.3095
