tilt,lsc_objects
5,1.031713767340665
10,1.0494986068376233
20,1.1153261483780867
30,1.1680344705833974
40,1.2209645865063647
50,1.017784307626192
60,1.1564649305731667
70,1.098009566851809
80,1.1157405945567547
90,1.1127230783079345
