tilt,lsc_objects
5,1.0738241697666684
10,1.110824995582489
20,1.0758102403892678
30,1.0567964303671464
40,1.0754332476994186
50,1.0685492790561224
60,1.0527738618190674
70,1.0650931114680497
80,1.065503820641615
90,1.074905036906101
