tilt,lsc_objects
5,1.2674155008638988
10,1.1648343327303319
20,1.1036120485603385
30,1.0569373587338216
40,1.0741371643218958
50,1.0941783054964014
60,1.184104582353886
70,1.1818243910617312
80,1.0160938029140358
90,1.155058923835421
