tilt,lsc_objects
5,0.19899999999999998
10,0.20000000000000004
20,0.19399999999999998
30,0.198
40,0.21000000000000002
50,0.236
60,0.231
70,0.23399999999999996
80,0.26299999999999996
90,0.258
