tilt,lsc_objects
5,0.11370000000000001
10,0.11780000000000002
20,0.116
30,0.12040000000000001
40,0.12340000000000001
50,0.1281
60,0.1356
70,0.14370000000000002
80,0.15410000000000001
90,0.1477
