tilt,lsc_objects
5,1.2240893002278823
10,1.035342651847302
20,1.1160599531360764
30,1.1172803462400749
40,1.0854290253642107
50,1.0859845688239453
60,1.0411457769746038
70,1.1327436410142777
80,1.1234186541224305
90,1.1943774861745393
