tilt,lsc_objects
5,0.1212
10,0.20119999999999996
20,0.2996
30,0.3504
40,0.38360000000000005
50,0.4058
60,0.44160000000000005
70,0.46990000000000004
80,0.47859999999999997
90,0.48969999999999997
