tilt,lsc_objects
5,1.0893721058597399
10,1.0930832876743637
20,1.1064736049700021
30,1.0882014203524917
40,1.0933969651266497
50,1.0463639697249665
60,1.0780658481225094
70,1.0913026460511082
80,1.0728262824927997
90,1.0604244890419852
