tilt,lsc_objects
5,0.052
10,0.07800000000000001
20,0.121
30,0.12999999999999998
40,0.14700000000000002
50,0.13199999999999998
60,0.14900000000000002
70,0.146
80,0.14
90,0.15699999999999997
