tilt,lsc_objects
5,1.0800473851454566
10,1.1080061789196136
20,1.0952023083006432
30,1.1193435428887653
40,1.0830627717883854
50,1.1075284645129029
60,1.1067478634332333
70,1.1143207275987546
80,1.1114375461590746
90,1.0960760007764982
